sensor,value,datetime
HUM,20.0,2019-03-07 09:30:00+00:00
PRES,1009.56,2019-03-07 09:30:00+00:00
TC,30.541332,2019-03-07 10:30:00+00:00
HUM,20.0,2019-03-07 10:30:00+00:00
PRES,1009.14,2019-03-07 10:30:00+00:00
TC,30.0024,2019-03-07 11:30:00+00:00
HUM,21.0,2019-03-07 11:30:00+00:00
PRES,1009.01,2019-03-07 11:30:00+00:00
TC,28.902312,2019-03-07 12:30:00+00:00
HUM,23.0,2019-03-07 12:30:00+00:00
PRES,1009.27,2019-03-07 12:30:00+00:00
TC,27.413303999999997,2019-03-07 13:30:00+00:00
HUM,25.0,2019-03-07 13:30:00+00:00
PRES,1009.9,2019-03-07 13:30:00+00:00
TC,25.657608000000003,2019-03-07 14:30:00+00:00
HUM,27.0,2019-03-07 14:30:00+00:00
PRES,1010.62,2019-03-07 14:30:00+00:00
TC,24.285276,2019-03-07 15:30:00+00:00
HUM,29.0,2019-03-07 15:30:00+00:00
PRES,1011.16,2019-03-07 15:30:00+00:00
TC,23.535216000000002,2019-03-07 16:30:00+00:00
HUM,30.0,2019-03-07 16:30:00+00:00
PRES,1011.49,2019-03-07 16:30:00+00:00
TC,22.907388,2019-03-07 17:30:00+00:00
HUM,31.0,2019-03-07 17:30:00+00:00
PRES,1011.67,2019-03-07 17:30:00+00:00
TC,21.796188,2019-03-07 18:30:00+00:00
HUM,33.0,2019-03-07 18:30:00+00:00
PRES,1011.86,2019-03-07 18:30:00+00:00
TC,20.568312,2019-03-07 19:30:00+00:00
HUM,36.0,2019-03-07 19:30:00+00:00
PRES,1011.83,2019-03-07 19:30:00+00:00
TC,19.484891999999995,2019-03-07 20:30:00+00:00
HUM,40.0,2019-03-07 20:30:00+00:00
PRES,1011.61,2019-03-07 20:30:00+00:00
TC,18.329244,2019-03-07 21:30:00+00:00
HUM,42.0,2019-03-07 21:30:00+00:00
PRES,1011.64,2019-03-07 21:30:00+00:00
TC,17.318051999999998,2019-03-07 22:30:00+00:00
HUM,44.0,2019-03-07 22:30:00+00:00
PRES,1011.93,2019-03-07 22:30:00+00:00
TC,17.690304,2019-03-07 23:30:00+00:00
HUM,42.0,2019-03-07 23:30:00+00:00
PRES,1012.29,2019-03-07 23:30:00+00:00
TC,19.162644,2019-03-08 00:30:00+00:00
HUM,39.0,2019-03-08 00:30:00+00:00
PRES,1012.62,2019-03-08 00:30:00+00:00
TC,20.746104000000006,2019-03-08 01:30:00+00:00
HUM,37.0,2019-03-08 01:30:00+00:00
PRES,1013.19,2019-03-08 01:30:00+00:00
TC,22.835159999999995,2019-03-08 02:30:00+00:00
HUM,33.0,2019-03-08 02:30:00+00:00
PRES,1013.88,2019-03-08 02:30:00+00:00
TC,25.11312,2019-03-08 03:30:00+00:00
HUM,29.0,2019-03-08 03:30:00+00:00
PRES,1014.23,2019-03-08 03:30:00+00:00
TC,27.196620000000003,2019-03-08 04:30:00+00:00
HUM,27.0,2019-03-08 04:30:00+00:00
PRES,1014.23,2019-03-08 04:30:00+00:00
TC,28.72452,2019-03-08 05:30:00+00:00
HUM,24.0,2019-03-08 05:30:00+00:00
PRES,1014.26,2019-03-08 05:30:00+00:00
TC,29.80794,2019-03-08 06:30:00+00:00
HUM,22.0,2019-03-08 06:30:00+00:00
PRES,1013.95,2019-03-08 06:30:00+00:00
TC,30.763571999999996,2019-03-08 07:30:00+00:00
HUM,20.0,2019-03-08 07:30:00+00:00
PRES,1012.95,2019-03-08 07:30:00+00:00
TC,31.352508000000004,2019-03-08 08:30:00+00:00
HUM,19.0,2019-03-08 08:30:00+00:00
PRES,1011.91,2019-03-08 08:30:00+00:00
TC,31.608084,2019-03-08 09:30:00+00:00
HUM,18.0,2019-03-08 09:30:00+00:00
PRES,1011.2,2019-03-08 09:30:00+00:00
TC,31.608084,2019-03-08 10:30:00+00:00
HUM,18.0,2019-03-08 10:30:00+00:00
PRES,1010.8,2019-03-08 10:30:00+00:00
TC,31.080264,2019-03-08 11:30:00+00:00
HUM,19.0,2019-03-08 11:30:00+00:00
PRES,1010.76,2019-03-08 11:30:00+00:00
TC,29.869056,2019-03-08 12:30:00+00:00
HUM,21.0,2019-03-08 12:30:00+00:00
PRES,1011.11,2019-03-08 12:30:00+00:00
TC,28.068912,2019-03-08 13:30:00+00:00
HUM,23.0,2019-03-08 13:30:00+00:00
PRES,1011.79,2019-03-08 13:30:00+00:00
TC,25.963188,2019-03-08 14:30:00+00:00
HUM,27.0,2019-03-08 14:30:00+00:00
PRES,1012.5,2019-03-08 14:30:00+00:00
TC,24.41862,2019-03-08 15:30:00+00:00
HUM,29.0,2019-03-08 15:30:00+00:00
PRES,1012.95,2019-03-08 15:30:00+00:00
TC,23.701896,2019-03-08 16:30:00+00:00
HUM,29.0,2019-03-08 16:30:00+00:00
PRES,1013.14,2019-03-08 16:30:00+00:00
TC,23.201856000000006,2019-03-08 17:30:00+00:00
HUM,29.0,2019-03-08 17:30:00+00:00
PRES,1013.14,2019-03-08 17:30:00+00:00
TC,22.05732,2019-03-08 18:30:00+00:00
HUM,29.0,2019-03-08 18:30:00+00:00
PRES,1013.22,2019-03-08 18:30:00+00:00
TC,21.135023999999998,2019-03-08 19:30:00+00:00
HUM,31.0,2019-03-08 19:30:00+00:00
PRES,1012.9,2019-03-08 19:30:00+00:00
TC,20.229396,2019-03-08 20:30:00+00:00
HUM,34.0,2019-03-08 20:30:00+00:00
PRES,1012.28,2019-03-08 20:30:00+00:00
TC,19.129307999999998,2019-03-08 21:30:00+00:00
HUM,37.0,2019-03-08 21:30:00+00:00
PRES,1011.94,2019-03-08 21:30:00+00:00
TC,18.095892,2019-03-08 22:30:00+00:00
HUM,39.0,2019-03-08 22:30:00+00:00
PRES,1011.87,2019-03-08 22:30:00+00:00
TC,18.290352,2019-03-08 23:30:00+00:00
HUM,39.0,2019-03-08 23:30:00+00:00
PRES,1011.96,2019-03-08 23:30:00+00:00
TC,19.83492,2019-03-09 00:30:00+00:00
HUM,38.0,2019-03-09 00:30:00+00:00
PRES,1012.17,2019-03-09 00:30:00+00:00
TC,21.729516,2019-03-09 01:30:00+00:00
HUM,34.0,2019-03-09 01:30:00+00:00
PRES,1012.69,2019-03-09 01:30:00+00:00
TC,24.0297,2019-03-09 02:30:00+00:00
HUM,30.0,2019-03-09 02:30:00+00:00
PRES,1013.3,2019-03-09 02:30:00+00:00
TC,26.75214,2019-03-09 03:30:00+00:00
HUM,25.0,2019-03-09 03:30:00+00:00
PRES,1013.5,2019-03-09 03:30:00+00:00
TC,29.602368,2019-03-09 04:30:00+00:00
HUM,22.0,2019-03-09 04:30:00+00:00
PRES,1013.3,2019-03-09 04:30:00+00:00
TC,31.858103999999997,2019-03-09 05:30:00+00:00
HUM,19.0,2019-03-09 05:30:00+00:00
PRES,1012.83,2019-03-09 05:30:00+00:00
TC,32.897076,2019-03-09 06:30:00+00:00
HUM,18.0,2019-03-09 06:30:00+00:00
PRES,1012.46,2019-03-09 06:30:00+00:00
TC,33.524904,2019-03-09 07:30:00+00:00
HUM,18.0,2019-03-09 07:30:00+00:00
PRES,1011.78,2019-03-09 07:30:00+00:00
TC,34.091615999999995,2019-03-09 08:30:00+00:00
HUM,18.0,2019-03-09 08:30:00+00:00
PRES,1010.69,2019-03-09 08:30:00+00:00
TC,34.286075999999994,2019-03-09 09:30:00+00:00
HUM,18.0,2019-03-09 09:30:00+00:00
PRES,1009.94,2019-03-09 09:30:00+00:00
TC,34.324968,2019-03-09 10:30:00+00:00
HUM,18.0,2019-03-09 10:30:00+00:00
PRES,1009.52,2019-03-09 10:30:00+00:00
TC,33.763811999999994,2019-03-09 11:30:00+00:00
HUM,20.0,2019-03-09 11:30:00+00:00
PRES,1009.5,2019-03-09 11:30:00+00:00
TC,32.524824,2019-03-09 12:30:00+00:00
HUM,22.0,2019-03-09 12:30:00+00:00
PRES,1009.91,2019-03-09 12:30:00+00:00
TC,30.791352000000003,2019-03-09 13:30:00+00:00
HUM,25.0,2019-03-09 13:30:00+00:00
PRES,1010.6,2019-03-09 13:30:00+00:00
TC,28.83564,2019-03-09 14:30:00+00:00
HUM,27.0,2019-03-09 14:30:00+00:00
PRES,1011.33,2019-03-09 14:30:00+00:00
TC,27.357744,2019-03-09 15:30:00+00:00
HUM,30.0,2019-03-09 15:30:00+00:00
PRES,1011.8,2019-03-09 15:30:00+00:00
TC,26.424336,2019-03-09 16:30:00+00:00
HUM,31.0,2019-03-09 16:30:00+00:00
PRES,1011.99,2019-03-09 16:30:00+00:00
TC,25.663164000000002,2019-03-09 17:30:00+00:00
HUM,33.0,2019-03-09 17:30:00+00:00
PRES,1011.99,2019-03-09 17:30:00+00:00
TC,24.663084,2019-03-09 18:30:00+00:00
HUM,36.0,2019-03-09 18:30:00+00:00
PRES,1011.72,2019-03-09 18:30:00+00:00
TC,23.763012,2019-03-09 19:30:00+00:00
HUM,39.0,2019-03-09 19:30:00+00:00
PRES,1011.38,2019-03-09 19:30:00+00:00
TC,23.024064000000003,2019-03-09 20:30:00+00:00
HUM,41.0,2019-03-09 20:30:00+00:00
PRES,1010.86,2019-03-09 20:30:00+00:00
TC,22.007316,2019-03-09 21:30:00+00:00
HUM,44.0,2019-03-09 21:30:00+00:00
PRES,1010.6,2019-03-09 21:30:00+00:00
TC,20.80722,2019-03-09 22:30:00+00:00
HUM,47.0,2019-03-09 22:30:00+00:00
PRES,1010.61,2019-03-09 22:30:00+00:00
TC,20.923896,2019-03-09 23:30:00+00:00
HUM,47.0,2019-03-09 23:30:00+00:00
PRES,1010.81,2019-03-09 23:30:00+00:00
TC,22.324008000000006,2019-03-10 00:30:00+00:00
HUM,44.0,2019-03-10 00:30:00+00:00
PRES,1011.25,2019-03-10 00:30:00+00:00
TC,23.957472000000006,2019-03-10 01:30:00+00:00
HUM,40.0,2019-03-10 01:30:00+00:00
PRES,1011.96,2019-03-10 01:30:00+00:00
TC,26.046527999999995,2019-03-10 02:30:00+00:00
HUM,36.0,2019-03-10 02:30:00+00:00
PRES,1012.64,2019-03-10 02:30:00+00:00
TC,28.396716,2019-03-10 03:30:00+00:00
HUM,33.0,2019-03-10 03:30:00+00:00
PRES,1012.89,2019-03-10 03:30:00+00:00
TC,30.608003999999998,2019-03-10 04:30:00+00:00
HUM,30.0,2019-03-10 04:30:00+00:00
PRES,1012.72,2019-03-10 04:30:00+00:00
TC,32.297028000000005,2019-03-10 05:30:00+00:00
HUM,29.0,2019-03-10 05:30:00+00:00
PRES,1012.28,2019-03-10 05:30:00+00:00
TC,33.241547999999995,2019-03-10 06:30:00+00:00
HUM,26.0,2019-03-10 06:30:00+00:00
PRES,1011.88,2019-03-10 06:30:00+00:00
TC,33.969384000000005,2019-03-10 07:30:00+00:00
HUM,23.0,2019-03-10 07:30:00+00:00
PRES,1011.14,2019-03-10 07:30:00+00:00
TC,34.630548,2019-03-10 08:30:00+00:00
HUM,21.0,2019-03-10 08:30:00+00:00
PRES,1010.03,2019-03-10 08:30:00+00:00
TC,34.930572,2019-03-10 09:30:00+00:00
HUM,20.0,2019-03-10 09:30:00+00:00
PRES,1009.33,2019-03-10 09:30:00+00:00
TC,35.069472000000005,2019-03-10 10:30:00+00:00
HUM,20.0,2019-03-10 10:30:00+00:00
PRES,1009.04,2019-03-10 10:30:00+00:00
TC,34.66944,2019-03-10 11:30:00+00:00
HUM,21.0,2019-03-10 11:30:00+00:00
PRES,1009.09,2019-03-10 11:30:00+00:00
TC,33.574908,2019-03-10 12:30:00+00:00
HUM,22.0,2019-03-10 12:30:00+00:00
PRES,1009.56,2019-03-10 12:30:00+00:00
TC,31.885884000000004,2019-03-10 13:30:00+00:00
HUM,24.0,2019-03-10 13:30:00+00:00
PRES,1010.4,2019-03-10 13:30:00+00:00
TC,29.913504,2019-03-10 14:30:00+00:00
HUM,26.0,2019-03-10 14:30:00+00:00
PRES,1011.29,2019-03-10 14:30:00+00:00
TC,28.324488,2019-03-10 15:30:00+00:00
HUM,28.000000000000004,2019-03-10 15:30:00+00:00
PRES,1011.95,2019-03-10 15:30:00+00:00
TC,27.202175999999994,2019-03-10 16:30:00+00:00
HUM,30.0,2019-03-10 16:30:00+00:00
PRES,1012.36,2019-03-10 16:30:00+00:00
TC,26.2521,2019-03-10 17:30:00+00:00
HUM,32.0,2019-03-10 17:30:00+00:00
PRES,1012.56,2019-03-10 17:30:00+00:00
TC,25.018668,2019-03-10 18:30:00+00:00
HUM,35.0,2019-03-10 18:30:00+00:00
PRES,1012.71,2019-03-10 18:30:00+00:00
TC,24.063036,2019-03-10 19:30:00+00:00
HUM,38.0,2019-03-10 19:30:00+00:00
PRES,1012.43,2019-03-10 19:30:00+00:00
TC,23.235191999999994,2019-03-10 20:30:00+00:00
HUM,39.0,2019-03-10 20:30:00+00:00
PRES,1011.98,2019-03-10 20:30:00+00:00
TC,22.151772,2019-03-10 21:30:00+00:00
HUM,41.0,2019-03-10 21:30:00+00:00
PRES,1011.8,2019-03-10 21:30:00+00:00
TC,21.040572,2019-03-10 22:30:00+00:00
HUM,43.0,2019-03-10 22:30:00+00:00
PRES,1011.88,2019-03-10 22:30:00+00:00
TC,21.329484,2019-03-10 23:30:00+00:00
HUM,41.0,2019-03-10 23:30:00+00:00
PRES,1012.09,2019-03-10 23:30:00+00:00
TC,22.818492,2019-03-11 00:30:00+00:00
HUM,38.0,2019-03-11 00:30:00+00:00
PRES,1012.44,2019-03-11 00:30:00+00:00
TC,24.346391999999994,2019-03-11 01:30:00+00:00
HUM,35.0,2019-03-11 01:30:00+00:00
PRES,1013.07,2019-03-11 01:30:00+00:00
TC,26.296548,2019-03-11 02:30:00+00:00
HUM,32.0,2019-03-11 02:30:00+00:00
PRES,1013.73,2019-03-11 02:30:00+00:00
TC,28.524503999999997,2019-03-11 03:30:00+00:00
HUM,31.0,2019-03-11 03:30:00+00:00
PRES,1014.06,2019-03-11 03:30:00+00:00
TC,30.763571999999996,2019-03-11 04:30:00+00:00
HUM,31.0,2019-03-11 04:30:00+00:00
PRES,1014.05,2019-03-11 04:30:00+00:00
TC,32.5026,2019-03-11 05:30:00+00:00
HUM,31.0,2019-03-11 05:30:00+00:00
PRES,1013.77,2019-03-11 05:30:00+00:00
TC,33.413784,2019-03-11 06:30:00+00:00
HUM,31.0,2019-03-11 06:30:00+00:00
PRES,1013.46,2019-03-11 06:30:00+00:00
TC,34.152732,2019-03-11 07:30:00+00:00
HUM,29.0,2019-03-11 07:30:00+00:00
PRES,1012.72,2019-03-11 07:30:00+00:00
TC,34.619436,2019-03-11 08:30:00+00:00
HUM,27.0,2019-03-11 08:30:00+00:00
PRES,1011.59,2019-03-11 08:30:00+00:00
TC,34.574988,2019-03-11 09:30:00+00:00
HUM,27.0,2019-03-11 09:30:00+00:00
PRES,1010.91,2019-03-11 09:30:00+00:00
TC,34.469424000000004,2019-03-11 10:30:00+00:00
HUM,28.000000000000004,2019-03-11 10:30:00+00:00
PRES,1010.69,2019-03-11 10:30:00+00:00
TC,34.124952,2019-03-11 11:30:00+00:00
HUM,29.0,2019-03-11 11:30:00+00:00
PRES,1010.74,2019-03-11 11:30:00+00:00
TC,33.39156,2019-03-11 12:30:00+00:00
HUM,31.0,2019-03-11 12:30:00+00:00
PRES,1011.04,2019-03-11 12:30:00+00:00
TC,32.319252,2019-03-11 13:30:00+00:00
HUM,33.0,2019-03-11 13:30:00+00:00
PRES,1011.61,2019-03-11 13:30:00+00:00
TC,31.035816,2019-03-11 14:30:00+00:00
HUM,36.0,2019-03-11 14:30:00+00:00
PRES,1012.21,2019-03-11 14:30:00+00:00
TC,29.80794,2019-03-11 15:30:00+00:00
HUM,39.0,2019-03-11 15:30:00+00:00
PRES,1012.57,2019-03-11 15:30:00+00:00
TC,28.7523,2019-03-11 16:30:00+00:00
HUM,41.0,2019-03-11 16:30:00+00:00
PRES,1012.71,2019-03-11 16:30:00+00:00
TC,27.791112,2019-03-11 17:30:00+00:00
HUM,42.0,2019-03-11 17:30:00+00:00
PRES,1012.68,2019-03-11 17:30:00+00:00
TC,25.963188,2019-03-11 18:30:00+00:00
HUM,48.0,2019-03-11 18:30:00+00:00
PRES,1012.58,2019-03-11 18:30:00+00:00
TC,25.213128,2019-03-11 19:30:00+00:00
HUM,50.0,2019-03-11 19:30:00+00:00
PRES,1012.17,2019-03-11 19:30:00+00:00
TC,24.574188000000003,2019-03-11 20:30:00+00:00
HUM,51.0,2019-03-11 20:30:00+00:00
PRES,1011.77,2019-03-11 20:30:00+00:00
TC,23.66856,2019-03-11 21:30:00+00:00
HUM,54.0,2019-03-11 21:30:00+00:00
PRES,1011.62,2019-03-11 21:30:00+00:00
TC,22.507356,2019-03-11 22:30:00+00:00
HUM,56.99999999999999,2019-03-11 22:30:00+00:00
PRES,1011.72,2019-03-11 22:30:00+00:00
TC,23.068512,2019-03-11 23:30:00+00:00
HUM,55.00000000000001,2019-03-11 23:30:00+00:00
PRES,1012.0,2019-03-11 23:30:00+00:00
TC,24.701975999999995,2019-03-12 00:30:00+00:00
HUM,54.0,2019-03-12 00:30:00+00:00
PRES,1012.63,2019-03-12 00:30:00+00:00
TC,25.368696,2019-03-12 01:30:00+00:00
HUM,55.00000000000001,2019-03-12 01:30:00+00:00
PRES,1013.57,2019-03-12 01:30:00+00:00
TC,25.990968,2019-03-12 02:30:00+00:00
HUM,53.0,2019-03-12 02:30:00+00:00
PRES,1014.39,2019-03-12 02:30:00+00:00
TC,27.524424000000003,2019-03-12 03:30:00+00:00
HUM,49.0,2019-03-12 03:30:00+00:00
PRES,1014.73,2019-03-12 03:30:00+00:00
TC,29.902391999999995,2019-03-12 04:30:00+00:00
HUM,43.0,2019-03-12 04:30:00+00:00
PRES,1014.6,2019-03-12 04:30:00+00:00
TC,31.985892,2019-03-12 05:30:00+00:00
HUM,37.0,2019-03-12 05:30:00+00:00
PRES,1014.36,2019-03-12 05:30:00+00:00
TC,33.397116,2019-03-12 06:30:00+00:00
HUM,34.0,2019-03-12 06:30:00+00:00
PRES,1013.85,2019-03-12 06:30:00+00:00
TC,34.363859999999995,2019-03-12 07:30:00+00:00
HUM,31.0,2019-03-12 07:30:00+00:00
PRES,1012.89,2019-03-12 07:30:00+00:00
TC,34.48609199999999,2019-03-12 08:30:00+00:00
HUM,30.0,2019-03-12 08:30:00+00:00
PRES,1011.93,2019-03-12 08:30:00+00:00
TC,34.358304000000004,2019-03-12 09:30:00+00:00
HUM,30.0,2019-03-12 09:30:00+00:00
PRES,1011.3,2019-03-12 09:30:00+00:00
TC,34.374972,2019-03-12 10:30:00+00:00
HUM,29.0,2019-03-12 10:30:00+00:00
PRES,1011.02,2019-03-12 10:30:00+00:00
TC,34.202736,2019-03-12 11:30:00+00:00
HUM,31.0,2019-03-12 11:30:00+00:00
PRES,1010.9,2019-03-12 11:30:00+00:00
TC,33.619355999999996,2019-03-12 12:30:00+00:00
HUM,32.0,2019-03-12 12:30:00+00:00
PRES,1011.09,2019-03-12 12:30:00+00:00
TC,32.441484,2019-03-12 13:30:00+00:00
HUM,33.0,2019-03-12 13:30:00+00:00
PRES,1011.65,2019-03-12 13:30:00+00:00
TC,31.05804,2019-03-12 14:30:00+00:00
HUM,35.0,2019-03-12 14:30:00+00:00
PRES,1012.26,2019-03-12 14:30:00+00:00
TC,29.785716,2019-03-12 15:30:00+00:00
HUM,38.0,2019-03-12 15:30:00+00:00
PRES,1012.66,2019-03-12 15:30:00+00:00
TC,28.69674,2019-03-12 16:30:00+00:00
HUM,41.0,2019-03-12 16:30:00+00:00
PRES,1012.85,2019-03-12 16:30:00+00:00
TC,27.663324000000006,2019-03-12 17:30:00+00:00
HUM,45.0,2019-03-12 17:30:00+00:00
PRES,1012.89,2019-03-12 17:30:00+00:00
TC,26.55768,2019-03-12 18:30:00+00:00
HUM,46.0,2019-03-12 18:30:00+00:00
PRES,1012.89,2019-03-12 18:30:00+00:00
TC,25.39092,2019-03-12 19:30:00+00:00
HUM,49.0,2019-03-12 19:30:00+00:00
PRES,1012.66,2019-03-12 19:30:00+00:00
TC,24.485291999999994,2019-03-12 20:30:00+00:00
HUM,52.0,2019-03-12 20:30:00+00:00
PRES,1012.32,2019-03-12 20:30:00+00:00
TC,23.540772,2019-03-12 21:30:00+00:00
HUM,54.0,2019-03-12 21:30:00+00:00
PRES,1012.19,2019-03-12 21:30:00+00:00
TC,22.679592,2019-03-12 22:30:00+00:00
HUM,56.99999999999999,2019-03-12 22:30:00+00:00
PRES,1012.23,2019-03-12 22:30:00+00:00
TC,23.268528,2019-03-12 23:30:00+00:00
HUM,55.00000000000001,2019-03-12 23:30:00+00:00
PRES,1012.22,2019-03-12 23:30:00+00:00
TC,24.901992,2019-03-13 00:30:00+00:00
HUM,56.00000000000001,2019-03-13 00:30:00+00:00
PRES,1012.37,2019-03-13 00:30:00+00:00
TC,26.179872000000003,2019-03-13 01:30:00+00:00
HUM,59.0,2019-03-13 01:30:00+00:00
PRES,1012.92,2019-03-13 01:30:00+00:00
TC,27.602208000000005,2019-03-13 02:30:00+00:00
HUM,54.0,2019-03-13 02:30:00+00:00
PRES,1013.47,2019-03-13 02:30:00+00:00
TC,29.319012,2019-03-13 03:30:00+00:00
HUM,48.0,2019-03-13 03:30:00+00:00
PRES,1013.79,2019-03-13 03:30:00+00:00
TC,31.213608000000004,2019-03-13 04:30:00+00:00
HUM,41.0,2019-03-13 04:30:00+00:00
PRES,1013.88,2019-03-13 04:30:00+00:00
TC,32.969304,2019-03-13 05:30:00+00:00
HUM,35.0,2019-03-13 05:30:00+00:00
PRES,1013.72,2019-03-13 05:30:00+00:00
TC,34.158288,2019-03-13 06:30:00+00:00
HUM,31.0,2019-03-13 06:30:00+00:00
PRES,1013.46,2019-03-13 06:30:00+00:00
TC,35.008356,2019-03-13 07:30:00+00:00
HUM,29.0,2019-03-13 07:30:00+00:00
PRES,1012.78,2019-03-13 07:30:00+00:00
TC,35.386164,2019-03-13 08:30:00+00:00
HUM,27.0,2019-03-13 08:30:00+00:00
PRES,1011.8,2019-03-13 08:30:00+00:00
TC,35.2806,2019-03-13 09:30:00+00:00
HUM,27.0,2019-03-13 09:30:00+00:00
PRES,1011.25,2019-03-13 09:30:00+00:00
TC,34.936128000000004,2019-03-13 10:30:00+00:00
HUM,28.000000000000004,2019-03-13 10:30:00+00:00
PRES,1011.12,2019-03-13 10:30:00+00:00
TC,34.53054,2019-03-13 11:30:00+00:00
HUM,30.0,2019-03-13 11:30:00+00:00
PRES,1011.18,2019-03-13 11:30:00+00:00
TC,33.830484000000006,2019-03-13 12:30:00+00:00
HUM,32.0,2019-03-13 12:30:00+00:00
PRES,1011.48,2019-03-13 12:30:00+00:00
TC,32.419259999999994,2019-03-13 13:30:00+00:00
HUM,34.0,2019-03-13 13:30:00+00:00
PRES,1012.08,2019-03-13 13:30:00+00:00
TC,30.785796,2019-03-13 14:30:00+00:00
HUM,37.0,2019-03-13 14:30:00+00:00
PRES,1012.7,2019-03-13 14:30:00+00:00
TC,29.452355999999998,2019-03-13 15:30:00+00:00
HUM,39.0,2019-03-13 15:30:00+00:00
PRES,1013.06,2019-03-13 15:30:00+00:00
TC,28.55784,2019-03-13 16:30:00+00:00
HUM,41.0,2019-03-13 16:30:00+00:00
PRES,1013.16,2019-03-13 16:30:00+00:00
TC,27.768888,2019-03-13 17:30:00+00:00
HUM,43.0,2019-03-13 17:30:00+00:00
PRES,1013.13,2019-03-13 17:30:00+00:00
TC,26.69658,2019-03-13 18:30:00+00:00
HUM,46.0,2019-03-13 18:30:00+00:00
PRES,1013.23,2019-03-13 18:30:00+00:00
TC,25.563156000000006,2019-03-13 19:30:00+00:00
HUM,49.0,2019-03-13 19:30:00+00:00
PRES,1013.29,2019-03-13 19:30:00+00:00
TC,24.618636,2019-03-13 20:30:00+00:00
HUM,53.0,2019-03-13 20:30:00+00:00
PRES,1013.19,2019-03-13 20:30:00+00:00
TC,23.807459999999995,2019-03-13 21:30:00+00:00
HUM,56.99999999999999,2019-03-13 21:30:00+00:00
PRES,1013.16,2019-03-13 21:30:00+00:00
TC,23.22408,2019-03-13 22:30:00+00:00
HUM,59.0,2019-03-13 22:30:00+00:00
PRES,1013.21,2019-03-13 22:30:00+00:00
TC,24.41862,2019-03-13 23:30:00+00:00
HUM,54.0,2019-03-13 23:30:00+00:00
PRES,1013.12,2019-03-13 23:30:00+00:00
TC,26.190984,2019-03-14 00:30:00+00:00
HUM,51.0,2019-03-14 00:30:00+00:00
PRES,1013.3,2019-03-14 00:30:00+00:00
TC,26.907708000000003,2019-03-14 01:30:00+00:00
HUM,51.0,2019-03-14 01:30:00+00:00
PRES,1013.92,2019-03-14 01:30:00+00:00
TC,27.880008000000004,2019-03-14 02:30:00+00:00
HUM,49.0,2019-03-14 02:30:00+00:00
PRES,1014.41,2019-03-14 02:30:00+00:00
TC,29.274564,2019-03-14 03:30:00+00:00
HUM,45.0,2019-03-14 03:30:00+00:00
PRES,1014.55,2019-03-14 03:30:00+00:00
TC,31.008035999999997,2019-03-14 04:30:00+00:00
HUM,40.0,2019-03-14 04:30:00+00:00
PRES,1014.33,2019-03-14 04:30:00+00:00
TC,32.20257599999999,2019-03-14 05:30:00+00:00
HUM,36.0,2019-03-14 05:30:00+00:00
PRES,1014.15,2019-03-14 05:30:00+00:00
TC,32.930412,2019-03-14 06:30:00+00:00
HUM,34.0,2019-03-14 06:30:00+00:00
PRES,1013.71,2019-03-14 06:30:00+00:00
TC,33.730476,2019-03-14 07:30:00+00:00
HUM,31.0,2019-03-14 07:30:00+00:00
PRES,1012.69,2019-03-14 07:30:00+00:00
TC,34.047168,2019-03-14 08:30:00+00:00
HUM,29.0,2019-03-14 08:30:00+00:00
PRES,1011.65,2019-03-14 08:30:00+00:00
TC,34.180512,2019-03-14 09:30:00+00:00
HUM,28.000000000000004,2019-03-14 09:30:00+00:00
PRES,1010.89,2019-03-14 09:30:00+00:00
TC,34.374972,2019-03-14 10:30:00+00:00
HUM,27.0,2019-03-14 10:30:00+00:00
PRES,1010.41,2019-03-14 10:30:00+00:00
TC,34.06939199999999,2019-03-14 11:30:00+00:00
HUM,28.000000000000004,2019-03-14 11:30:00+00:00
PRES,1010.21,2019-03-14 11:30:00+00:00
TC,33.147096000000005,2019-03-14 12:30:00+00:00
HUM,29.0,2019-03-14 12:30:00+00:00
PRES,1010.46,2019-03-14 12:30:00+00:00
TC,31.83588,2019-03-14 13:30:00+00:00
HUM,31.0,2019-03-14 13:30:00+00:00
PRES,1011.15,2019-03-14 13:30:00+00:00
TC,30.374652,2019-03-14 14:30:00+00:00
HUM,34.0,2019-03-14 14:30:00+00:00
PRES,1011.96,2019-03-14 14:30:00+00:00
TC,29.169,2019-03-14 15:30:00+00:00
HUM,37.0,2019-03-14 15:30:00+00:00
PRES,1012.58,2019-03-14 15:30:00+00:00
TC,28.3356,2019-03-14 16:30:00+00:00
HUM,39.0,2019-03-14 16:30:00+00:00
PRES,1013.01,2019-03-14 16:30:00+00:00
TC,27.607764000000003,2019-03-14 17:30:00+00:00
HUM,42.0,2019-03-14 17:30:00+00:00
PRES,1013.32,2019-03-14 17:30:00+00:00
TC,24.490848,2019-03-14 18:30:00+00:00
HUM,54.0,2019-03-14 18:30:00+00:00
PRES,1014.06,2019-03-14 18:30:00+00:00
TC,23.607444,2019-03-14 19:30:00+00:00
HUM,57.99999999999999,2019-03-14 19:30:00+00:00
PRES,1013.84,2019-03-14 19:30:00+00:00
TC,22.951836,2019-03-14 20:30:00+00:00
HUM,60.0,2019-03-14 20:30:00+00:00
PRES,1013.55,2019-03-14 20:30:00+00:00
TC,22.173996,2019-03-14 21:30:00+00:00
HUM,63.0,2019-03-14 21:30:00+00:00
PRES,1013.44,2019-03-14 21:30:00+00:00
TC,21.318372,2019-03-14 22:30:00+00:00
