sensor,value,datetime
HUM,100.0,2019-01-01 00:26:26.749000+00:00
HUM,100.0,2019-01-01 01:26:26.650000+00:00
HUM,100.0,2019-01-01 02:26:27.049000+00:00
HUM,89.86,2019-01-01 03:26:26.966000+00:00
HUM,36.46,2019-01-01 04:26:27.397000+00:00
HUM,26.64,2019-01-01 05:26:27.601000+00:00
HUM,21.13,2019-01-01 06:26:27.929000+00:00
HUM,21.43,2019-01-01 07:26:27.350000+00:00
HUM,18.01,2019-01-01 08:26:27.952000+00:00
HUM,17.12,2019-01-01 09:26:27.956000+00:00
HUM,16.44,2019-01-01 10:26:27.696000+00:00
HUM,24.88,2019-01-01 11:26:27.420000+00:00
HUM,52.14,2019-01-01 12:26:28.279000+00:00
HUM,73.87,2019-01-01 13:26:28.268000+00:00
HUM,92.21,2019-01-01 14:26:27.948000+00:00
HUM,100.0,2019-01-01 15:26:27.944000+00:00
HUM,100.0,2019-01-01 16:26:27.966000+00:00
HUM,100.0,2019-01-01 17:26:28.005000+00:00
HUM,100.0,2019-01-01 18:26:28.603000+00:00
HUM,100.0,2019-01-01 19:26:28.247000+00:00
HUM,100.0,2019-01-01 20:26:28.886000+00:00
HUM,100.0,2019-01-01 21:26:28.672000+00:00
HUM,100.0,2019-01-01 22:26:32.084000+00:00
HUM,100.0,2019-01-01 23:26:29.198000+00:00
HUM,100.0,2019-01-02 00:26:28.889000+00:00
HUM,100.0,2019-01-02 01:26:29.531000+00:00
HUM,100.0,2019-01-02 02:26:28.947000+00:00
HUM,81.46,2019-01-02 03:26:29.209000+00:00
HUM,35.32,2019-01-02 04:26:29.211000+00:00
HUM,29.33,2019-01-02 05:26:29.633000+00:00
HUM,22.87,2019-01-02 06:26:29.842000+00:00
HUM,18.84,2019-01-02 07:26:29.841000+00:00
HUM,16.82,2019-01-02 08:26:30.190000+00:00
HUM,15.66,2019-01-02 09:26:29.572000+00:00
HUM,16.6,2019-01-02 10:26:30.191000+00:00
HUM,30.25,2019-01-02 11:26:30.168000+00:00
HUM,54.88,2019-01-02 12:26:29.866000+00:00
HUM,79.39,2019-01-02 13:26:30.475000+00:00
HUM,100.0,2019-01-02 14:26:30.514000+00:00
HUM,100.0,2019-01-02 15:26:30.240000+00:00
HUM,100.0,2019-01-02 16:26:30.808000+00:00
HUM,100.0,2019-01-02 17:26:30.236000+00:00
HUM,100.0,2019-01-02 18:26:30.803000+00:00
HUM,100.0,2019-01-02 19:26:30.473000+00:00
HUM,100.0,2019-01-02 20:26:30.467000+00:00
HUM,100.0,2019-01-02 21:26:31.113000+00:00
HUM,100.0,2019-01-02 22:26:30.847000+00:00
HUM,100.0,2019-01-02 23:26:30.791000+00:00
HUM,100.0,2019-01-03 00:26:31.469000+00:00
HUM,100.0,2019-01-03 01:26:31.762000+00:00
HUM,100.0,2019-01-03 02:26:31.770000+00:00
HUM,81.12,2019-01-03 03:26:31.474000+00:00
HUM,48.07,2019-01-03 04:26:31.459000+00:00
HUM,38.62,2019-01-03 05:26:31.474000+00:00
HUM,29.58,2019-01-03 06:26:31.905000+00:00
HUM,23.99,2019-01-03 07:26:32.107000+00:00
HUM,19.9,2019-01-03 08:26:31.746000+00:00
HUM,19.24,2019-01-03 09:26:31.774000+00:00
HUM,21.02,2019-01-03 10:26:32.435000+00:00
HUM,31.31,2019-01-03 11:26:32.409000+00:00
HUM,61.11,2019-01-03 12:26:32.151000+00:00
HUM,88.74,2019-01-03 13:26:32.716000+00:00
HUM,100.0,2019-01-03 14:26:32.751000+00:00
HUM,100.0,2019-01-03 15:26:32.418000+00:00
HUM,100.0,2019-01-03 16:26:32.410000+00:00
HUM,100.0,2019-01-03 17:26:33.043000+00:00
HUM,100.0,2019-01-03 18:26:32.420000+00:00
HUM,100.0,2019-01-03 19:26:32.766000+00:00
HUM,100.0,2019-01-03 20:26:33.366000+00:00
HUM,100.0,2019-01-03 21:26:33.416000+00:00
HUM,100.0,2019-01-03 22:26:33.028000+00:00
HUM,100.0,2019-01-03 23:26:33.412000+00:00
HUM,100.0,2019-01-04 00:26:33.668000+00:00
HUM,100.0,2019-01-04 01:26:33.383000+00:00
HUM,100.0,2019-01-04 02:26:33.452000+00:00
HUM,80.84,2019-01-04 03:26:33.360000+00:00
HUM,44.98,2019-01-04 04:26:34.014000+00:00
HUM,34.35,2019-01-04 05:26:33.684000+00:00
HUM,23.48,2019-01-04 06:26:34.313000+00:00
HUM,22.49,2019-01-04 07:26:33.693000+00:00
HUM,20.81,2019-01-04 08:26:34.012000+00:00
HUM,19.65,2019-01-04 09:26:34.333000+00:00
HUM,19.92,2019-01-04 10:26:34.047000+00:00
HUM,29.25,2019-01-04 11:26:34.005000+00:00
HUM,59.05,2019-01-04 12:26:34.382000+00:00
HUM,85.2,2019-01-04 13:26:34.654000+00:00
HUM,100.0,2019-01-04 14:26:34.978000+00:00
HUM,100.0,2019-01-04 15:26:34.327000+00:00
HUM,100.0,2019-01-04 16:26:34.944000+00:00
HUM,100.0,2019-01-04 17:26:34.655000+00:00
HUM,100.0,2019-01-04 18:26:35.288000+00:00
HUM,100.0,2019-01-04 19:26:34.992000+00:00
HUM,100.0,2019-01-04 20:26:35.266000+00:00
HUM,100.0,2019-01-04 21:26:34.945000+00:00
HUM,100.0,2019-01-04 22:26:34.959000+00:00
HUM,100.0,2019-01-04 23:26:35.669000+00:00
HUM,100.0,2019-01-05 00:26:35.966000+00:00
HUM,100.0,2019-01-05 01:26:35.307000+00:00
HUM,100.0,2019-01-05 02:26:35.918000+00:00
HUM,93.65,2019-01-05 03:26:35.632000+00:00
HUM,54.28,2019-01-05 04:26:35.616000+00:00
HUM,41.97,2019-01-05 05:26:35.938000+00:00
HUM,30.14,2019-01-05 06:26:36.557000+00:00
HUM,28.21,2019-01-05 07:26:36.567000+00:00
HUM,23.72,2019-01-05 08:26:35.966000+00:00
HUM,22.11,2019-01-05 09:26:36.245000+00:00
HUM,22.44,2019-01-05 10:26:36.574000+00:00
HUM,28.56,2019-01-05 11:26:36.378000+00:00
HUM,63.43,2019-01-05 12:26:36.567000+00:00
HUM,83.21,2019-01-05 13:26:36.552000+00:00
HUM,100.0,2019-01-05 14:26:36.609000+00:00
HUM,100.0,2019-01-05 15:26:37.246000+00:00
HUM,100.0,2019-01-05 16:26:37.207000+00:00
HUM,100.0,2019-01-05 17:26:36.886000+00:00
HUM,100.0,2019-01-05 18:26:36.883000+00:00
HUM,100.0,2019-01-05 19:26:36.884000+00:00
HUM,100.0,2019-01-05 20:26:37.190000+00:00
HUM,100.0,2019-01-05 21:26:37.198000+00:00
HUM,100.0,2019-01-05 22:26:37.198000+00:00
HUM,100.0,2019-01-05 23:26:37.842000+00:00
HUM,100.0,2019-01-06 00:26:37.528000+00:00
HUM,100.0,2019-01-06 01:26:37.866000+00:00
HUM,100.0,2019-01-06 02:26:37.869000+00:00
HUM,74.8,2019-01-06 03:26:37.832000+00:00
HUM,51.62,2019-01-06 04:26:37.859000+00:00
HUM,36.99,2019-01-06 05:26:37.867000+00:00
HUM,27.87,2019-01-06 06:26:38.491000+00:00
HUM,23.96,2019-01-06 07:26:38.180000+00:00
HUM,20.93,2019-01-06 08:26:38.249000+00:00
HUM,20.85,2019-01-06 09:26:38.232000+00:00
HUM,20.92,2019-01-06 10:26:38.796000+00:00
HUM,29.79,2019-01-06 11:26:38.472000+00:00
HUM,68.09,2019-01-06 12:26:38.871000+00:00
HUM,90.86,2019-01-06 13:26:38.815000+00:00
HUM,100.0,2019-01-06 14:26:38.815000+00:00
HUM,100.0,2019-01-06 15:26:39.162000+00:00
HUM,100.0,2019-01-06 16:26:39.199000+00:00
HUM,100.0,2019-01-06 17:26:39.142000+00:00
HUM,100.0,2019-01-06 18:26:39.450000+00:00
HUM,100.0,2019-01-06 19:26:39.171000+00:00
HUM,100.0,2019-01-06 20:26:39.136000+00:00
HUM,100.0,2019-01-06 21:26:39.758000+00:00
HUM,100.0,2019-01-06 22:26:39.469000+00:00
HUM,100.0,2019-01-06 23:26:39.434000+00:00
HUM,100.0,2019-01-07 00:26:39.495000+00:00
HUM,100.0,2019-01-07 01:26:39.748000+00:00
HUM,100.0,2019-01-07 02:26:39.762000+00:00
HUM,93.25,2019-01-07 03:26:40.422000+00:00
HUM,57.89,2019-01-07 04:26:40.183000+00:00
HUM,40.62,2019-01-07 05:26:40.718000+00:00
HUM,35.86,2019-01-07 06:26:40.150000+00:00
HUM,33.29,2019-01-07 07:26:40.418000+00:00
HUM,31.0,2019-01-07 08:26:40.731000+00:00
HUM,31.95,2019-01-07 09:26:41.031000+00:00
HUM,34.75,2019-01-07 10:26:40.417000+00:00
HUM,44.6,2019-01-07 11:26:41.066000+00:00
HUM,80.47,2019-01-07 12:26:41.052000+00:00
HUM,100.0,2019-01-07 13:26:41.372000+00:00
HUM,100.0,2019-01-07 14:26:40.706000+00:00
HUM,89.01,2019-01-07 15:26:41.364000+00:00
HUM,86.65,2019-01-07 16:26:41.380000+00:00
HUM,59.7,2019-01-07 17:26:41.050000+00:00
HUM,71.19,2019-01-07 18:26:41.510000+00:00
HUM,66.62,2019-01-07 19:26:41.140000+00:00
HUM,95.97,2019-01-07 20:26:41.354000+00:00
HUM,100.0,2019-01-07 21:26:41.361000+00:00
HUM,99.13,2019-01-07 22:26:41.362000+00:00
HUM,100.0,2019-01-07 23:26:41.468000+00:00
HUM,100.0,2019-01-08 00:26:41.682000+00:00
HUM,100.0,2019-01-08 01:26:41.704000+00:00
HUM,100.0,2019-01-08 02:26:42.004000+00:00
HUM,66.76,2019-01-08 03:26:42.022000+00:00
HUM,53.75,2019-01-08 04:26:42.687000+00:00
HUM,44.2,2019-01-08 05:26:42.061000+00:00
HUM,41.39,2019-01-08 06:26:42.075000+00:00
HUM,34.47,2019-01-08 07:26:42.335000+00:00
HUM,34.61,2019-01-08 08:26:42.964000+00:00
HUM,32.62,2019-01-08 09:26:42.973000+00:00
HUM,30.92,2019-01-08 10:26:42.425000+00:00
HUM,33.33,2019-01-08 11:26:43.296000+00:00
HUM,62.65,2019-01-08 12:26:43.283000+00:00
HUM,70.94,2019-01-08 13:26:43.359000+00:00
HUM,100.0,2019-01-08 14:26:42.975000+00:00
HUM,100.0,2019-01-08 15:26:43.076000+00:00
HUM,100.0,2019-01-08 16:26:43.923000+00:00
HUM,100.0,2019-01-08 17:26:42.978000+00:00
HUM,100.0,2019-01-08 18:26:43.271000+00:00
HUM,100.0,2019-01-08 19:26:43.270000+00:00
HUM,100.0,2019-01-08 20:26:43.602000+00:00
HUM,100.0,2019-01-08 21:26:43.688000+00:00
HUM,100.0,2019-01-08 22:26:44.223000+00:00
HUM,100.0,2019-01-08 23:26:44.884000+00:00
HUM,100.0,2019-01-09 00:26:43.668000+00:00
HUM,100.0,2019-01-09 01:26:44.069000+00:00
HUM,100.0,2019-01-09 02:26:44.563000+00:00
HUM,100.0,2019-01-09 03:26:43.992000+00:00
HUM,56.1,2019-01-09 04:26:44.272000+00:00
HUM,36.43,2019-01-09 05:26:44.862000+00:00
HUM,30.14,2019-01-09 06:26:44.883000+00:00
HUM,28.67,2019-01-09 07:26:44.545000+00:00
HUM,26.33,2019-01-09 08:26:44.967000+00:00
HUM,28.1,2019-01-09 09:26:45.238000+00:00
HUM,24.94,2019-01-09 10:26:44.908000+00:00
HUM,38.47,2019-01-09 11:26:45.224000+00:00
HUM,63.98,2019-01-09 12:26:44.932000+00:00
HUM,83.54,2019-01-09 13:26:44.888000+00:00
HUM,100.0,2019-01-09 14:26:45.566000+00:00
HUM,100.0,2019-01-09 15:26:45.207000+00:00
HUM,100.0,2019-01-09 16:26:45.826000+00:00
HUM,100.0,2019-01-09 17:26:45.252000+00:00
HUM,100.0,2019-01-09 18:26:45.838000+00:00
HUM,100.0,2019-01-09 19:26:45.853000+00:00
HUM,100.0,2019-01-09 20:26:45.523000+00:00
HUM,100.0,2019-01-09 21:26:45.523000+00:00
HUM,100.0,2019-01-09 22:26:45.849000+00:00
HUM,100.0,2019-01-09 23:26:45.840000+00:00
HUM,100.0,2019-01-10 00:26:46.207000+00:00
HUM,100.0,2019-01-10 01:26:46.152000+00:00
HUM,100.0,2019-01-10 02:26:46.164000+00:00
HUM,89.04,2019-01-10 03:26:46.192000+00:00
HUM,47.46,2019-01-10 04:26:46.533000+00:00
HUM,37.92,2019-01-10 05:26:46.824000+00:00
HUM,31.65,2019-01-10 06:26:46.520000+00:00
HUM,29.2,2019-01-10 07:26:46.473000+00:00
HUM,22.96,2019-01-10 08:26:46.824000+00:00
HUM,21.69,2019-01-10 09:26:46.790000+00:00
HUM,20.83,2019-01-10 10:26:47.455000+00:00
HUM,26.37,2019-01-10 11:26:46.846000+00:00
HUM,53.93,2019-01-10 12:26:47.241000+00:00
HUM,79.89,2019-01-10 13:26:47.163000+00:00
HUM,80.46,2019-01-10 14:26:47.206000+00:00
HUM,100.0,2019-01-10 15:26:47.787000+00:00
HUM,100.0,2019-01-10 16:26:47.440000+00:00
HUM,100.0,2019-01-10 17:26:47.435000+00:00
HUM,100.0,2019-01-10 18:26:48.493000+00:00
HUM,100.0,2019-01-10 19:26:47.753000+00:00
HUM,100.0,2019-01-10 20:26:47.761000+00:00
HUM,100.0,2019-01-10 21:26:47.762000+00:00
HUM,100.0,2019-01-10 22:26:48.086000+00:00
HUM,100.0,2019-01-10 23:26:48.077000+00:00
HUM,100.0,2019-01-11 00:26:48.070000+00:00
HUM,100.0,2019-01-11 01:26:48.130000+00:00
HUM,100.0,2019-01-11 02:26:48.390000+00:00
HUM,98.72,2019-01-11 03:26:49.067000+00:00
HUM,48.26,2019-01-11 04:26:49.071000+00:00
HUM,38.21,2019-01-11 05:26:48.447000+00:00
HUM,27.84,2019-01-11 06:26:48.723000+00:00
HUM,27.1,2019-01-11 07:26:49.136000+00:00
HUM,25.26,2019-01-11 08:26:49.351000+00:00
HUM,22.01,2019-01-11 09:26:49.381000+00:00
HUM,25.85,2019-01-11 10:26:49.703000+00:00
HUM,33.11,2019-01-11 11:26:49.037000+00:00
HUM,56.4,2019-01-11 12:26:49.058000+00:00
HUM,90.82,2019-01-11 13:26:50.029000+00:00
HUM,100.0,2019-01-11 14:26:49.441000+00:00
HUM,100.0,2019-01-11 15:26:49.370000+00:00
HUM,100.0,2019-01-11 16:26:49.394000+00:00
HUM,100.0,2019-01-11 17:26:50.067000+00:00
HUM,100.0,2019-01-11 18:26:50.319000+00:00
HUM,100.0,2019-01-11 19:26:49.686000+00:00
HUM,100.0,2019-01-11 20:26:49.999000+00:00
HUM,100.0,2019-01-11 21:26:50.066000+00:00
HUM,100.0,2019-01-11 22:26:52.280000+00:00
HUM,100.0,2019-01-11 23:26:50.320000+00:00
HUM,100.0,2019-01-12 00:26:50.322000+00:00
HUM,100.0,2019-01-12 01:26:50.315000+00:00
HUM,100.0,2019-01-12 02:26:50.642000+00:00
HUM,89.69,2019-01-12 03:26:50.386000+00:00
HUM,47.65,2019-01-12 04:26:50.655000+00:00
HUM,37.87,2019-01-12 05:26:50.665000+00:00
HUM,28.93,2019-01-12 06:26:50.648000+00:00
HUM,28.68,2019-01-12 07:26:51.648000+00:00
HUM,26.19,2019-01-12 08:26:51.595000+00:00
HUM,28.36,2019-01-12 09:26:51.677000+00:00
HUM,26.95,2019-01-12 10:26:51.666000+00:00
HUM,35.2,2019-01-12 11:26:51.592000+00:00
HUM,63.78,2019-01-12 12:26:51.918000+00:00
HUM,95.48,2019-01-12 13:26:51.966000+00:00
HUM,100.0,2019-01-12 14:26:52.253000+00:00
HUM,100.0,2019-01-12 15:26:51.921000+00:00
HUM,100.0,2019-01-12 16:26:51.622000+00:00
HUM,100.0,2019-01-12 17:26:51.925000+00:00
HUM,100.0,2019-01-12 18:26:51.920000+00:00
HUM,100.0,2019-01-12 19:26:51.947000+00:00
HUM,100.0,2019-01-12 20:26:51.917000+00:00
HUM,100.0,2019-01-12 21:26:52.234000+00:00
HUM,100.0,2019-01-12 22:26:52.292000+00:00
HUM,100.0,2019-01-12 23:26:52.244000+00:00
HUM,100.0,2019-01-13 00:26:52.946000+00:00
HUM,100.0,2019-01-13 01:26:52.539000+00:00
HUM,100.0,2019-01-13 02:26:52.561000+00:00
HUM,77.54,2019-01-13 03:26:52.573000+00:00
HUM,44.87,2019-01-13 04:26:53.218000+00:00
HUM,36.45,2019-01-13 05:26:53.228000+00:00
HUM,40.36,2019-01-13 06:26:52.877000+00:00
HUM,42.07,2019-01-13 07:26:52.915000+00:00
HUM,40.02,2019-01-13 08:26:53.236000+00:00
HUM,38.62,2019-01-13 09:26:53.238000+00:00
HUM,39.78,2019-01-13 10:26:53.267000+00:00
HUM,47.68,2019-01-13 11:26:53.852000+00:00
HUM,80.18,2019-01-13 12:26:53.267000+00:00
HUM,100.0,2019-01-13 13:26:53.857000+00:00
HUM,100.0,2019-01-13 14:26:53.666000+00:00
HUM,100.0,2019-01-13 15:26:53.540000+00:00
HUM,100.0,2019-01-13 16:26:54.251000+00:00
HUM,100.0,2019-01-13 17:26:54.165000+00:00
HUM,100.0,2019-01-13 18:26:53.855000+00:00
HUM,100.0,2019-01-13 19:26:53.849000+00:00
HUM,100.0,2019-01-13 20:26:54.181000+00:00
HUM,100.0,2019-01-13 21:26:54.155000+00:00
HUM,100.0,2019-01-13 22:26:54.779000+00:00
HUM,100.0,2019-01-13 23:26:54.154000+00:00
HUM,100.0,2019-01-14 00:26:54.465000+00:00
HUM,100.0,2019-01-14 01:26:54.465000+00:00
HUM,100.0,2019-01-14 02:26:54.480000+00:00
HUM,100.0,2019-01-14 03:26:54.834000+00:00
HUM,59.16,2019-01-14 04:26:55.139000+00:00
HUM,45.1,2019-01-14 05:26:54.811000+00:00
HUM,45.97,2019-01-14 06:26:54.836000+00:00
HUM,45.08,2019-01-14 07:26:55.470000+00:00
HUM,41.3,2019-01-14 08:26:55.467000+00:00
HUM,45.63,2019-01-14 09:26:55.125000+00:00
HUM,49.08,2019-01-14 10:26:56.058000+00:00
HUM,54.4,2019-01-14 11:26:55.429000+00:00
HUM,83.5,2019-01-14 12:26:55.545000+00:00
HUM,100.0,2019-01-14 13:26:55.472000+00:00
HUM,100.0,2019-01-14 14:26:55.465000+00:00
HUM,100.0,2019-01-14 15:26:55.757000+00:00
HUM,90.38,2019-01-14 17:26:55.751000+00:00
HUM,83.33,2019-01-14 18:26:56.391000+00:00
HUM,76.0,2019-01-14 19:26:55.858000+00:00
HUM,100.0,2019-01-14 20:26:56.078000+00:00
HUM,100.0,2019-01-14 21:26:56.387000+00:00
HUM,100.0,2019-01-14 22:26:56.125000+00:00
HUM,100.0,2019-01-14 23:26:56.411000+00:00
HUM,100.0,2019-01-15 00:26:56.395000+00:00
HUM,100.0,2019-01-15 01:26:56.456000+00:00
HUM,100.0,2019-01-15 02:26:56.750000+00:00
HUM,59.39,2019-01-15 03:26:56.754000+00:00
HUM,41.59,2019-01-15 04:26:56.727000+00:00
HUM,33.56,2019-01-15 05:26:57.379000+00:00
HUM,28.29,2019-01-15 06:26:56.774000+00:00
HUM,24.91,2019-01-15 07:26:57.077000+00:00
HUM,23.96,2019-01-15 08:26:57.090000+00:00
HUM,22.85,2019-01-15 09:26:57.088000+00:00
HUM,22.87,2019-01-15 10:26:57.148000+00:00
HUM,22.39,2019-01-15 11:26:57.379000+00:00
HUM,49.18,2019-01-15 12:26:57.467000+00:00
HUM,77.03,2019-01-15 13:26:57.678000+00:00
HUM,100.0,2019-01-15 14:26:57.869000+00:00
HUM,100.0,2019-01-15 16:26:57.680000+00:00
HUM,100.0,2019-01-15 17:26:57.990000+00:00
HUM,100.0,2019-01-15 18:26:58.019000+00:00
HUM,100.0,2019-01-15 19:26:58.010000+00:00
HUM,100.0,2019-01-15 20:26:57.982000+00:00
HUM,100.0,2019-01-15 21:26:58.312000+00:00
HUM,100.0,2019-01-15 22:26:58.372000+00:00
HUM,100.0,2019-01-15 23:26:58.327000+00:00
HUM,100.0,2019-01-16 00:26:58.624000+00:00
HUM,100.0,2019-01-16 01:26:58.622000+00:00
HUM,100.0,2019-01-16 02:26:58.630000+00:00
HUM,74.1,2019-01-16 03:26:58.951000+00:00
HUM,33.78,2019-01-16 04:26:58.992000+00:00
HUM,26.21,2019-01-16 05:26:59.071000+00:00
HUM,19.44,2019-01-16 06:26:58.969000+00:00
HUM,17.35,2019-01-16 07:26:58.972000+00:00
HUM,15.29,2019-01-16 08:26:59.290000+00:00
HUM,13.22,2019-01-16 09:26:59.260000+00:00
HUM,12.78,2019-01-16 10:26:59.645000+00:00
HUM,16.79,2019-01-16 11:26:59.589000+00:00
HUM,37.18,2019-01-16 12:26:59.596000+00:00
HUM,50.27,2019-01-16 13:26:59.662000+00:00
HUM,75.48,2019-01-16 14:26:59.950000+00:00
HUM,95.45,2019-01-16 15:26:59.927000+00:00
HUM,100.0,2019-01-16 16:26:59.927000+00:00
HUM,100.0,2019-01-16 17:27:00.238000+00:00
HUM,100.0,2019-01-16 18:27:00.271000+00:00
HUM,100.0,2019-01-16 19:27:00.298000+00:00
HUM,100.0,2019-01-16 20:27:00.267000+00:00
HUM,100.0,2019-01-16 21:27:00.609000+00:00
HUM,100.0,2019-01-16 22:27:00.563000+00:00
HUM,100.0,2019-01-16 23:27:00.568000+00:00
HUM,100.0,2019-01-17 00:27:00.619000+00:00
HUM,100.0,2019-01-17 01:27:00.882000+00:00
HUM,100.0,2019-01-17 02:27:00.968000+00:00
HUM,61.35,2019-01-17 03:27:00.914000+00:00
HUM,33.08,2019-01-17 04:27:00.944000+00:00
HUM,23.1,2019-01-17 05:27:01.202000+00:00
HUM,20.65,2019-01-17 06:27:01.243000+00:00
HUM,18.25,2019-01-17 07:27:01.250000+00:00
HUM,16.61,2019-01-17 08:27:01.561000+00:00
HUM,14.58,2019-01-17 09:27:01.567000+00:00
HUM,14.28,2019-01-17 10:27:01.870000+00:00
HUM,20.57,2019-01-17 11:27:01.836000+00:00
HUM,39.27,2019-01-17 12:27:01.868000+00:00
HUM,62.76,2019-01-17 13:27:02.268000+00:00
HUM,78.88,2019-01-17 14:27:02.182000+00:00
HUM,90.78,2019-01-17 15:27:02.192000+00:00
HUM,100.0,2019-01-17 16:27:02.179000+00:00
HUM,100.0,2019-01-17 17:27:02.482000+00:00
HUM,100.0,2019-01-17 18:27:02.489000+00:00
HUM,100.0,2019-01-17 19:27:02.480000+00:00
HUM,100.0,2019-01-17 20:27:02.867000+00:00
HUM,100.0,2019-01-17 21:27:02.814000+00:00
HUM,100.0,2019-01-17 22:27:02.802000+00:00
HUM,100.0,2019-01-17 23:27:02.787000+00:00
HUM,100.0,2019-01-18 00:27:03.106000+00:00
HUM,100.0,2019-01-18 01:27:03.131000+00:00
HUM,100.0,2019-01-18 02:27:03.141000+00:00
HUM,68.61,2019-01-18 03:27:03.167000+00:00
HUM,32.9,2019-01-18 04:27:03.461000+00:00
HUM,20.83,2019-01-18 05:27:03.429000+00:00
HUM,18.11,2019-01-18 06:27:03.447000+00:00
HUM,17.38,2019-01-18 07:27:03.831000+00:00
HUM,16.03,2019-01-18 08:27:03.846000+00:00
HUM,15.32,2019-01-18 09:27:00.613000+00:00
HUM,16.0,2019-01-18 10:27:03.807000+00:00
HUM,21.07,2019-01-18 11:27:04.076000+00:00
HUM,49.31,2019-01-18 12:27:04.078000+00:00
HUM,62.75,2019-01-18 13:27:04.121000+00:00
HUM,71.8,2019-01-18 14:27:04.435000+00:00
HUM,100.0,2019-01-18 15:27:04.394000+00:00
HUM,100.0,2019-01-18 16:27:06.663000+00:00
HUM,100.0,2019-01-18 17:27:04.471000+00:00
HUM,100.0,2019-01-18 18:27:04.773000+00:00
HUM,100.0,2019-01-18 19:27:04.718000+00:00
HUM,100.0,2019-01-18 20:27:04.704000+00:00
HUM,100.0,2019-01-18 21:27:05.039000+00:00
HUM,100.0,2019-01-18 22:27:08.380000+00:00
HUM,100.0,2019-01-18 23:27:05.042000+00:00
HUM,100.0,2019-01-19 00:27:05.037000+00:00
HUM,100.0,2019-01-19 01:27:05.378000+00:00
HUM,100.0,2019-01-19 02:27:05.467000+00:00
HUM,40.03,2019-01-19 03:27:05.386000+00:00
HUM,29.13,2019-01-19 04:27:05.372000+00:00
HUM,20.59,2019-01-19 05:27:05.705000+00:00
HUM,17.25,2019-01-19 06:27:05.718000+00:00
HUM,14.45,2019-01-19 07:27:05.703000+00:00
HUM,13.76,2019-01-19 08:27:06.036000+00:00
HUM,12.48,2019-01-19 09:27:06.004000+00:00
HUM,13.49,2019-01-19 10:27:06.009000+00:00
HUM,17.49,2019-01-19 11:27:06.446000+00:00
HUM,38.42,2019-01-19 12:27:06.342000+00:00
HUM,55.67,2019-01-19 13:27:06.353000+00:00
HUM,80.91,2019-01-19 14:27:06.321000+00:00
HUM,100.0,2019-01-19 15:27:06.676000+00:00
HUM,100.0,2019-01-19 16:27:06.642000+00:00
HUM,100.0,2019-01-19 17:27:06.657000+00:00
HUM,100.0,2019-01-19 18:27:06.989000+00:00
HUM,100.0,2019-01-19 19:27:07.023000+00:00
HUM,100.0,2019-01-19 20:27:06.949000+00:00
HUM,100.0,2019-01-19 21:27:07.046000+00:00
HUM,100.0,2019-01-19 22:27:07.347000+00:00
HUM,100.0,2019-01-19 23:27:07.267000+00:00
HUM,100.0,2019-01-20 00:27:07.290000+00:00
HUM,100.0,2019-01-20 01:27:07.313000+00:00
HUM,100.0,2019-01-20 02:27:07.669000+00:00
HUM,60.36,2019-01-20 03:27:07.667000+00:00
HUM,37.59,2019-01-20 04:27:07.615000+00:00
HUM,22.55,2019-01-20 05:27:07.635000+00:00
HUM,17.63,2019-01-20 06:27:07.938000+00:00
HUM,16.66,2019-01-20 07:27:07.953000+00:00
HUM,10.23,2019-01-20 08:27:08.236000+00:00
HUM,10.39,2019-01-20 09:27:08.245000+00:00
HUM,8.18,2019-01-20 10:27:08.232000+00:00
HUM,10.8,2019-01-20 11:27:08.367000+00:00
HUM,35.6,2019-01-20 12:27:08.607000+00:00
HUM,53.42,2019-01-20 13:27:08.571000+00:00
HUM,70.21,2019-01-20 14:27:08.897000+00:00
HUM,81.88,2019-01-20 15:27:08.879000+00:00
HUM,100.0,2019-01-20 16:27:08.876000+00:00
HUM,100.0,2019-01-20 17:27:09.049000+00:00
HUM,100.0,2019-01-20 18:27:09.211000+00:00
HUM,100.0,2019-01-20 19:27:09.186000+00:00
HUM,100.0,2019-01-20 20:27:09.189000+00:00
HUM,100.0,2019-01-20 21:27:09.253000+00:00
HUM,100.0,2019-01-20 22:27:09.532000+00:00
HUM,100.0,2019-01-20 23:27:11.771000+00:00
HUM,100.0,2019-01-21 00:27:09.667000+00:00
HUM,100.0,2019-01-21 01:27:09.537000+00:00
HUM,100.0,2019-01-21 02:27:09.840000+00:00
HUM,51.46,2019-01-21 03:27:09.870000+00:00
HUM,26.64,2019-01-21 04:27:10.810000+00:00
HUM,19.46,2019-01-21 05:27:09.935000+00:00
HUM,15.0,2019-01-21 06:27:10.168000+00:00
HUM,10.2,2019-01-21 07:27:10.171000+00:00
HUM,8.8,2019-01-21 08:27:10.510000+00:00
HUM,9.29,2019-01-21 09:27:10.474000+00:00
HUM,8.48,2019-01-21 10:27:10.572000+00:00
HUM,14.97,2019-01-21 11:27:10.564000+00:00
HUM,36.93,2019-01-21 12:27:10.809000+00:00
HUM,43.04,2019-01-21 13:27:10.813000+00:00
HUM,82.22,2019-01-21 14:27:11.182000+00:00
HUM,69.47,2019-01-21 15:27:10.896000+00:00
HUM,82.69,2019-01-21 16:27:11.168000+00:00
HUM,93.71,2019-01-21 17:27:11.152000+00:00
HUM,100.0,2019-01-21 18:27:11.162000+00:00
HUM,100.0,2019-01-21 19:27:11.427000+00:00
HUM,91.02,2019-01-21 20:27:11.434000+00:00
